id;Imie;Nazwisko;Stopien
3902;Cheb³owski;Tachowicz;4
3903;Flidrzyñski;Krzemryk;9
3904;Ochranowicz;GoŸdziejewicz;9
3905;Niespodziñski;Mechlich;5
3906;;;1
3907;Heniszewska;Weronka;7
3908;£agodka;Dembliñski;2
3909;Mielcuszyn;Mo³ownia;1
3910;Ajer;Je¿y³o;1
3911;Sa³och;Kapiszak;8
3912;Hajri;Wojtyro;10
3913;Pipiorka;Kothe;6
3914;Makrogulska;Stosz;10
3915;Spisek;Kaletta;6
3916;Czepalia;Gienis;10
3917;Trehub;Mohlek;4
3918;Jafimow;Andraszok;7
3919;Jêdrok;Kostepski;9
3920;Barczyñski;Perent;3
3921;Lefelbain;Stewczyk;2
3922;Lozano;Szmejduch;3
3923;Bujdo;Kalandych;4
3924;Juœcik;Wojtakowicz;1
3925;Machecki;Zako;3
3926;Wolewicz;Darmofa³;6
3927;Rutar;Kurnuta;6
3928;Kulichowska;Zyprych;7
3929;Pomorecka;Hadanik;3
3930;Dynis;Jarczykowski;8
3931;Bochard;Niezorowski;9
3932;Kladkiewicz;Kutzuer;1
3933;S³owioczek;Gabryielska;9
3934;Prochorewicz;Szczybior;4
3935;Siedletzki;Binelka;6
3936;Krêciowska;Wajnholc;1
3937;Gomczarenko;Olasiñski;5
3938;Nahajczuk;Auguff;3
3939;Czuratis;Zakrys;1
3940;Gruzio³o;Sozonowicz;6
3941;Kosnarajtys;Korzym;3
3942;Saporowski;Doczekalski;3
3943;Modraszewski;Bartkowski;4
3944;Bia³otoga;Handziuk;4
3945;Puzichowski;Grados;4
3946;Juœkowski;Hilasz;2
3947;Herra;Barylewski;1
3948;Lubocki;Z¹broñ;10
3949;Rykoczy;Stanak;10
3950;Kwir;Arno;10
3951;Szyrlewski;Winiarski;1
3952;Str¹cek;Nettman;1
3953;Horodejczuk;Wendska;8
3954;Cetnerowski;Lebowicz;1
3955;Drzygaluk;Gryñkowski;2
3956;Podenas;Obermueller;6
3957;Stoiczkow;Wakulczyñski;5
3958;Koneta;Witerek;1
3959;Schitko;£okucijewski;1
3960;Pietrys;Chwiesiak;1
3961;Gieszykiewicz;Czernojañczyk;7
3962;Schmul;Dró¿d¿owska;10
3963;Dorciak;Spustek;1
3964;Kawiñczyk;Siminicki;8
3965;Murzyc;Smirna;7
3966;Kaziorodek;Weisterowska;2
3967;Chodczak;Kubiek;6
3968;Gierzak;Magal;10
3969;Girko;Mloc;1
3970;Rasnak;£¹pierz;5
3971;Kociolkowska;Wêgrzniak;5
3972;Douras;Refmañska;6
3973;Knasiewicz;Bekañska;4
3974;Opeldus;Sarbowski;10
3975;Szuszkiel;Groszczyñski;9
3976;Brandkowska;Gadzinowski;10
3977;Paupa;Dowhaluk;2
3978;Lubraniecki;Kupeñ;6
3979;Koisz;Domalik;8
3980;Chordyñski;Stomikowska;10
3981;Do³gow;Pron¿yñski;5
3982;Fronieczek;Neubarth;3
3983;Filmanowski;Wilchelm;8
3984;Hetminiak;Charczenko;7
3985;Kumienek;Burkhoff;6
3986;G¹sienica Bryjak;Hadejsza;1
3987;Liwalski;Schniada;1
3988;Sprucht;Piechonicz;9
3989;Harchowska;Totleben;3
3990;Wedyniuk;Stelma;4
3991;£adach;Bednurz;9
3992;Trafarski;Rieboldt;1
3993;Buziecki;OberdŸ;2
3994;Bogu³owska;Mu¿nowska;9
3995;Domanowski;Rereszkiewicz;1
3996;Kronza;Hilik;5
3997;Dresster;Stepieniec;1
3998;Pierzch³a;Sa³owiej;6
3999;Lorer;Niewolny;4
4000;Lewenta;Ferchmin;10
4001;Kasprak;Krzeœcian;7
4002;Rêbieszka;Snadny;5
4003;Kalwaszewski;Slefer;1
4004;Sodo³;Ga³dyñ;1
4005;Berenrejter;Dranikow;1
4006;Dati;Schmiady;7
4007;Widerny;Chrzonka;3
4008;Gem¿a³a;Patena;4
4009;Nowczyn;Chanczar;1
4010;Szlinter;Machowiñski;1
4011;Brumby;Dromautt;8
4012;B³acha;Kohutmicka;1
4013;Kiuska;Kosygin;7
4014;Kabot;Bajcar;9
4015;Chowner;Wêsliñska;5
4016;Berberjusz;Lipinski;4
4017;Assman;K¹terla;5
4018;Porebski;Kohorewicz;7
4019;£acuga;Brinka;7
4020;Knysiuk;Józonis;1
4021;ZwoŸny;Ba³aciñski;3
4022;GoŸdziszewski;Go³owadzyk;4
4023;Winiewski;Osiech;1
4024;Demboñ;Terlega;5
4025;Parachañski;Helge;1
4026;Mnichatz;Bociuto;8
4027;Taradejny;Grugierek;5
4028;Wypyszczak;Sier¿yñski;4
4029;Gawrynowicz;Timon;1
4030;Gierutto;Kazandzijew;3
4031;Rojarek;Bla³ota;1
4032;Izdebski;Lorancik;10
4033;Majada;Parchowski;8
4034;Stalarczyk;Bauc;10
4035;¯umkowska;Mitlitz;2
4036;B³awet;Si¹tkowska;6
4037;Pylarz;Orywa³;6
4038;Macieñski;Mi³aszewicziute;6
4039;Kotsut;Przepiórkiewicz;7
4040;Burblis;Kanas;6
4041;Hrymoæ;Cyklan;10
4042;Sorbyl;£eweæ;7
4043;Ro¿enaj;£opuszeñski;8
4044;Wejman;Kêdzio³ka;2
4045;Skórski;S³awieñski;9
4046;ZuŸka;Gomalla;3
4047;Protowski;¯u³nowski;1
4048;Onefrjenko;Strahanik;6
4049;Bogenryter;Triedrich;7
4050;Bonolas;Fromholc;1
4051;Starod¹s;Rotlender;3
4052;Abramowiczów;Dasse;5
4053;Zbyszewski;Suida;7
4054;Swierbolewska;Bir¿yñska;10
4055;Charcikowska;Paœkucki;
4056;Prycelas;Brzegowa;10
4057;Pitrzela;Jungus;8
4058;Safarik;Kijuk;1
4059;S¹dkowski;Poloñczyk;6
4060;Nettyn;Drzewnowski;7
4061;Dzióbas;Sawul;1
4062;Wiciœlik;Barbiero;10
4063;Rucin;Karenczuk;3
4064;Bubiec;Kurañczyk;9
4065;Steblek;Witanis;7
4066;Linitowski;Gralikowski;8
4067;Kafeczuk;Braz³owska;8
4068;Kamoñczak;Parcia³owicz;1
4069;Apryas;Turko;1
4070;Balaweider;Binowski;1
4071;Eischbrauh;Drzymota;3
4072;Nacura;Hejntze;7
4073;Noszczek;Formanski;10
4074;Fito³;Murak;5
4075;Gapanda;Krzyszkowicz;9
4076;Glogulska;Szczasiuk;4
4077;Dorniewicz;Herbatiuk;1
4078;Barszyñski;Matij;5
4079;Piotorak;Wirbiñski;10
4080;Goplañski;Kizniewicz;1
4081;R¹bylski;Organiœcik;9
4082;Fandzlocha;Dr¹¿k;7
4083;Ipnarski;Kazmierowski;2
4084;Domrza³owska;Karaku³a;3
4085;Armielak;Bocim;8
4086;Zwierów;Sefeld;5
4087;Poliga;Masciuch;1
4088;Olbiêcki;Szypu³ko;5
4089;Doriega³a;Dakiel;5
4090;Andreasson;B¹derski;1
4091;Trzod;Kupsik;8
4092;Thullie;Soletzka;7
4093;Kurth;S³owniak;2
4094;Poczeczyñski;Pierdek;7
4095;Krywienia;Jiruska;5
4096;Studniarek;Zadoryn;1
4097;£obodzki;Ujasik;2
4098;Kolêda;Gnajda;7
4099;Biehunik;Gaubiak;1
4100;Szwaczkiewicz;Zuga³a;8
4101;Schefer;Demicki;8
4102;Nawlaczyl;Mie¿aniec;9
4103;Bardz;Adydon;2
4104;Trokowski;Kurmi³owicz;1
4105;Sztamer;Ja¿owy;1
4106;Klous;Gap;10
4107;Rocksztejn;Didluch;3
4108;¯adurowicz;Agatowicz;6
4109;Makiewicz;Kicler;6
4110;Adamkowicz-Gnarowska;Warwat;9
4111;Gabajska;Opido;4
4112;Ozimczuk;Czerwonobroda;3
4113;Kowierski;Ferreira;3
4114;Gasztych;Woschnik;8
4115;Steniajew;Lechwarz;7
4116;Mekicka;Chrzêœæ;3
4117;Grebak;Kristahl;10
4118;Wylazkowska;Cimoñ;6
4119;Schufreida;A³as;6
4120;G³ombich;Kamola;2
4121;Twarton;Monolit;5
4122;Niemir;Mireta;2
4123;Syssler;Ament;8
4124;Pabianerz;Majkoœ;4
4125;Szewców;Bromiszewski;8
4126;Czepaczuk;Bajnarowska;9
4127;Pyfel;Fomikowska;8
4128;Dopiralska;Surymt;10
4129;Szyputka;Lukaszcyk;7
4130;Florkasiewicz;Szankowski;8
4131;Paszt;Larczyñski;7
4132;Barostecka;Zubertowicz;5
4133;Józefowiak;Polmiñski;1
4134;Gr¹baczewski;Kuczpio³;1
4135;Zieba;Jurodyga;3
4136;Dobrek;Torno;2
4137;Warzucki;Bzdzika³;6
4138;Malejaszczyk;Mêkarski;1
4139;Przyciasa;Bufniak;10
4140;Wydmuch;Bia³oniecka;6
4141;Glatow;Funicola;8
4142;Dombrzycz;Klukowicz;8
4143;Mensik;Cynolewska;4
4144;Szliszka;Loffelmann;8
4145;Cebret;Sma³ucka;9
4146;Kosztolan;Kurelak;1
4147;Czingoñ;To³oczyñski;7
4148;Bokkus;Chwajda;9
4149;Kolcer;Gramysz;1
4150;Bia³oszewicz;Kilijanowicz;2
4151;Haziak;Lawryñciów;8
4152;Molk;Awranik;7
4153;Faszewski;Makudrowicz;1
4154;Paroszczuk;Œwienciñski;3
4155;Kowsz;Pigot;9
4156;Rudobielski;Krzyworzonek;10
4157;Miakinnik;Niemanowski;6
4158;Lerner;RoŸniecki;4
4159;Smia³y;Porochow;5
4160;Kataryñczyk;Ciesio³kiewicz;2
4161;Gazkowska;Rzodkiewa;7
4162;Derwan;Haligorska;10
4163;Krzepetko;Fl¹chowiak;8
4164;Sznor;Cemian;7
4165;Gressel;Czeberczuk;5
4166;Zelak;Drobyk;2
4167;Kwo³a;Maliñski;9
4168;Ibramow;Juzeluk;10
4169;Pacuszyñski;Ga¿dziewicz;4
4170;Pasieciel;Dyczmal;4
4171;Kompatzki;Opilski;1
4172;Ry¿nerski;Grausch;2
4173;Gronowalski;Oœmiakiewicz;2
4174;Glepa;Weilandt;3
4175;Kaszanowska;Samin;1
4176;Motaj;Moœlakiewicz;3
4177;Giermanowicz;Barbag;7
4178;Smoter;Wojciulan;8
4179;£¹gwiñski;Rejf;4
4180;Peru¿yñski;Lacuch;7
4181;Mecwaldowski;Krzesiêñska;4
4182;Gnichalla;Slotwiñska;8
4183;Semeniczuk;Wê¿ycki;5
4184;Krutysza;Kortylek;3
4185;Markowczenko;Janyssek;9
4186;Maszarkowski;Ko³c;9
4187;Scheidemann;Deruga;8
4188;Stó¿czyk;Sabas;5
4189;Katapski;Quandt;1
4190;Petriuk;Rosewicz;1
4191;Ejsak;Nadecki;3
4192;Trelowicz;JaŸnikowski;4
4193;Holloway;Siemoniak;6
4194;Siudara;Naszczyñski;5
4195;Drabanek;Kuty³owski;5
4196;Prydecki;Bassa;10
4197;Branczuk;Mirzyk;2
4198;Czopiñski;Dêboski;8
4199;Wawilin;Reszuto;10
4200;¯ersoñ;Smalik;1
4201;Dzirska;Ugha;7
4202;Koœciuszczuk;Cyngiel;2
4203;Angie³ow;Jêdrzejczk;1
4204;Mogiliñski;Karenczuk;2
4205;Siegida;Gienis;1
4206;Vagner;£ozyñski;6
4207;Kusznarewicz;Ueberberg;10
4208;Burkhoff;Psuta;7
4209;Szel¹gowski;Dalmy;7
4210;Brajta;Kordziejewska;10
4211;Siwiak;Piechuto;5
4212;Baszkirow;Stralczyk;1
4213;Dudowski;Habil;1
4214;Szponko;Dombrza³;9
4215;Dursik;S³amula;3
4216;Gnutek-Wilczyñski;Deftlaff;10
4217;Bezaris;Wejt;1
4218;Józeñków;Niewolik;6
4219;Buben;Przedêcki;5
4220;Syneszyn;Bracma;9
4221;Temann;Ca³kosz;7
4222;Kieraga;Mu¿yñski;8
4223;Wiczo³ek;Treloñska;8
4224;¯ajdel;Kolbastowicz;9
4225;Czyszczak;Mierna;3
4226;Ispa;Skrzat;3
4227;Makow¹dra;Klatz;10
4228;Rudziaszek;Bitnerowski;4
4229;Jonesi;Adu³a;4
4230;Eliaszuk;Wójci;1
4231;Lajsten;Mitryniuk;1
4232;Gowra;Foltyniewicz;10
4233;Kondojewski;Gubel;5
4234;Massulik;Subrewicz;2
4235;Przedwojewski;Gie¿yñski;1
4236;Fotyniewicz;Prug;3
4237;Zabujœæ;Zelny;6
4238;Karpyszyn;Stepanek;4
4239;Etnarska;Wo¿niczuk;3
4240;Œnie¿ek;£abro;2
4241;Mazura;Kunwalt;2
4242;Wa³ga;Nippert;1
4243;Krentz;Duniell;8
4244;Gromlewska;Kucewicz;4
4245;Marylewicz;Iweruk;10
4246;Doral;¯ywiak;4
4247;Rostka;Gêbo³yœ;5
4248;Gre³och;Lendza;7
4249;Kurminko;Bie³aga;10
4250;Safian;Martirosjan;3
4251;Strauchmann;Wolentowicz;4
4252;Kobiernik;Brzozak;1
4253;Rajor;Tu³awka;6
4254;Kodow;Trembowler;9
4255;Jamborski;Czerkarska;9
4256;S³obodian;Kiszniewski;7
4257;Waszewski;Równanyk;1
4258;Bondrow;Ejzenchard;10
4259;Gêbela;Wordecha;1
4260;Szpiszko;Kwapiszewicz;7
4261;Niemarski;Steker;6
4262;Perlecki;Gerdom;2
4263;£¹pies;Sallman;9
4264;Aliuk;P³uszcz;8
4265;Rzendkowski;Wawryszko;1
4266;Hope;Gerdzikowa;9
4267;Kozubowski;Ta³uc;4
4268;¯g³obicka;Hanœlik;2
4269;Hernacki;Pip³owski;1
4270;Matwiejewski;Bogrowski;3
4271;Odrzywalska;Pêdlewski;1
4272;Kocyñgowa;Chermañska;1
4273;Wandycz;Roszczyñski;10
4274;Weremiej;Kêndzior;10
4275;Pobro¿ny;Bie¿añski;10
4276;Hadra;Œwietlin;1
4277;Norden;Pryl;8
4278;Woronkin;Safuta;8
4279;Cheñczel;Jêdrucki;10
4280;Machoœ;Pickard;6
4281;Rikert;Gawe³ko;1
4282;Serebeñski;Stobiniecki;10
4283;Schweichler;Fromenfelder;4
4284;Lubnak;Cyls;1
4285;Gotosz;Cholcha;6
4286;Chrobociñski;Pijowska;5
4287;Kizak;Wa³¹ga;4
4288;Najbigier;Hanclik;4
4289;Przewolska;Szupiluk;7
4290;Miecanowska;Gardo;6
4291;Naramowski;Pojawska;8
4292;Korubczenko;Jurijewicz;1
4293;Penkaj³o;Stasiaczak;5
4294;Byrdzia³;Gubarewski;1
4295;Menart;Krzasztof;9
4296;Skoko³owski;Schiffczyk;1
4297;Rieb;Pa³cik;7
4298;Sydor;Korowajko;9
4299;Andruszojæ;Mamraj;8
4300;Franiak;Skoœkiewicz;7
4301;Makowecka;Srejde;5
4302;Lela;Mandrega;10
4303;Belgrat;Szczukin;8
4304;Kaczeszewski;Personke;10
4305;Niznalski;Salemendra;4
4306;Ginibor;Dziemañczuk;5
4307;Kawe³a;Miltak;5
4308;BroŸko;Keszny;6
4309;Tachuk;Œlê¿ek;6
4310;Leœniar;Kosnakowski;6
4311;Graumieller;Kuchma;1
4312;Plunowska;Pykus;2
4313;Deresz;Pierdzio³;9
4314;Longiewicz;Hinterstein;5
4315;Jangielewicz;Klimoszka;5
4316;Szajko vel Mastalerczuk;Popliñski;6
4317;Gosterowicz;Pulsa;4
4318;Hasikiewicz;Kulaschewitz;1
4319;Kubuœ;Zo³otenka;7
4320;Proncki;Cha¿an;5
4321;Mosny;Nysik;6
4322;Hauzar;Woisczyk;8
4323;Roksa;Szymaniewicz;6
4324;Ambrozy;Feuermann;8
4325;Sobutka;Malwa;2
4326;Karam;Selewonko;7
4327;M³odojewski;Proch;9
4328;Kromoœka;Kierbec;8
4329;Warszt;Kmitter;3
4330;Danika;Œwinoga;1
4331;Do³busz;Jedrucka;3
4332;Chodzic;Jaszczyszan;1
4333;¬³obikowski;Abra;9
4334;Lukstaedt;Bohman;6
4335;Kozerañski;Kolontaj;5
4336;Niedzimowska;Mutwa;4
4337;Stoniak;Chotera;3
4338;Nyiri;Szynkarz;9
4339;Plonus;Czenasz;9
4340;Ja¿ewski;Sorankowski;8
4341;Dreze;Marak;10
4342;Druzd;Gurlik;8
4343;Cimofiejczyk;Gustavsson;1
4344;Barnadek;Viktor;1
4345;Gisko;Górawski;6
4346;Baselak;Potstada;9
4347;Drewiacka;Bohdziun;4
4348;P³ocienniczak;Osdoba;6
4349;Mieszczyk;Wejnerowski;4
4350;Paddemski;Wieszalla;4
4351;Lelka;Mabowska;7
4352;Hajnycz;Kloby;1
4353;Dymart;Koselka;7
4354;Szawerna;Schipp;8
4355;Blan;Kafran;3
4356;Skowrêda;Obo³a;1
4357;Oœkiewicz;H³odyga;10
4358;Garbela;Maczmarska;3
4359;Gagacudi;Klimczuk vel Daniluk;1
4360;Seredin;Dru¿badzka;7
4361;Zapêcki;Grabeusz;1
4362;Kostêmbski;Tymusz;1
4363;Kornfeld;Króczkowski;7
4364;Kinarska;Gorazdowski;10
4365;Mamera;Kie³muæ;3
4366;Okik;Londzianowska;2
4367;Choderny;Konradko;3
4368;Matejszczak;Kiszanowska;7
4369;Dianda;Kneffel;1
4370;Pietraœ vel Pietraszak;Okunierski;8
4371;Ka³apuœ;Cieleca;4
4372;Flasz-B³aszczak;Gramaszek;3
4373;Salomonow;Be³dys;5
4374;Kleindienst;Limanowicz;6
4375;Fiejter;Kotnisz;7
4376;Afek;Pierzan;1
4377;Fachrmann;Wiszyñski;10
4378;£akowiak;Gorzko;3
4379;Jakobs;Celban;1
4380;Obracaj;Milianowicz;8
4381;Pacunowska;Ziemian;8
4382;Galli;Pobo¿y;3
4383;Parchoniak;Strógarska;10
4384;Bazarkin;Turbisz;9
4385;Reæko;Kabryk;2
4386;Kurpita;Nieca³a;5
4387;Szy³kin;Brudas;4
4388;Han;So³truk;1
4389;¯wierzewicz;Oschek;3
4390;Szajdziñski;Swaszko;9
4391;£engosz;Szwadczyk;2
4392;Gojlewicz;Sweboda;1
4393;Seneszczyn;Rembiñski;5
4394;Br¹zert;Dêbski vel Kartasiñski;1
4395;Dryjomka;Jaksim;7
4396;Cangier;Pudelko;9
4397;Katzur;Szlachow;7
4398;Modrzewiecki;Jozefczak;10
4399;Licho;Guender;3
4400;Stepanczuk;Frecek;6
4401;Wierzelska;Ladwik;8
4402;Jurusz;Miœkiel;6
4403;Zychlewicz;Stali;2
4404;Bassarab;Jezierkowski;10
4405;Umerle;Fryjer;2
4406;Nojdzik;Chworelnik;7
4407;Weihberg;Natudis;3
4408;Wysluch;Kohnke;1
4409;Zymañski;Sabady;1
4410;Sawienko;Sêd³ak;10
4411;Korowajczuk;Ipta;10
4412;Kwart;Wodiczka;8
4413;Hupik;Awtuszewski;5
4414;Centner;Szla¿ewicz;5
4415;Bercel;Œram;1
4416;Nickan;Lirbanik;5
4417;Schudok;Strzemieñski;3
4418;Szmatnik;Rudziñski;3
4419;Warchuliñski;Kilianek;3
4420;Anduga;Nikipierowicz;1
4421;Fedliñski;Rudyñski;2
4422;Miszyn;Deko;1
4423;Zawadki;Wawrzyñczyk;10
4424;Modzelnik;Sworst;2
4425;Bembas;Szaplewska;6
4426;Potrzeba;Z³ustowska;9
4427;Ostruszka;¯uroñ;6
4428;Szylik;Adryjañczyk;3
4429;Kreziman;Sz³êga;6
4430;¯ebrawska;Jorka;6
4431;Pendowski;Brymek;9
4432;Rasowicz;Rupala;9
4433;Cielasz;Kozeryna;6
4434;Pieroszkiewicz;Hrycków;2
4435;Bobula;Santkowska;5
4436;Kruszewicz;Gasiarek;1
4437;Syrojec;Feltanowski;3
4438;G³odzia³;Skorosz;10
4439;Chacio³ek;Wereœniak;2
4440;£okasto;Wazowicz;4
4441;Buksza;Hominiuk;9
4442;Klaœnicka;Chetnicki;1
4443;Parzymiês;S³owak;8
4444;Zo³kowska;Pobirkowska;4
4445;Byssinger;Pszeniczko;3
4446;Grobielniak;Bilap;3
4447;Mysiak;Sa³apak;6
4448;Orobeæ;£odwig;1
4449;Maczmarska;Zo³nierkiewicz;2
4450;Zadrag;Mielenski;2
4451;Górazdza;Tymciów;3
4452;Œnieckiowski;Kaleja;1
4453;Uptas;Nowo¿eniuk;6
4454;Salanczyk;Kawaller;7
4455;B³aza;Spasik;4
4456;Hadaœ;Dynasiñski;8
4457;Krzypiñski;Grössing;6
4458;Andziñski;Bêbiec;6
4459;Lerbin;Siwozat;2
4460;Malc;Sadowy vel Sadowska;7
4461;Kolityñska;Szudzich;2
4462;Dzietka;Dadot;7
4463;Slufarski;£ojcikowska;5
4464;Ryndzionek;Gomulski;7
4465;Wenfeld;Naprawka;6
4466;Enzi;Wœciubiak;3
4467;Glowicka;Grubczak;2
4468;Zeimanowicz;Harasimiuk;7
4469;Doras;Kupla;2
4470;Dulin;Iwonicz;7
4471;Szof;Cubier;10
4472;Jandrusiewicz;Czafarska;6
4473;Chroll;Trygubienko;5
4474;Acznik;Grzeszkowicz;1
4475;Sipka;Decki;5
4476;Stareñka;Kodej;1
4477;Cyndal;Pilipaka;7
4478;Misiulaniec;Heresztyn;2
4479;Rigner;Moros;3
4480;Korleto;Hank;6
4481;Guterwill;Krygowski;10
4482;Kurial;Skrêtka;7
4483;Brzychy;O¿enko;5
4484;Popik;¯erbowski;1
4485;£obudek;D³ugosch;10
4486;Gajnutdinow;Zwier¿dzyñski;10
4487;Gorszen;Cencora;
4488;Czienskowski;Œniatyñski;5
4489;¯y³owicz;Sienkaw;8
4490;Bruzdowski;Kurów;4
4491;Sawada;Skor³at;6
4492;Dubinka;Blumenfold;2
4493;Gretkowicz;Strygl;9
4494;Moœcibocki;Rozpêdowski;8
4495;Œlasko;Poczujka;9
4496;Pryczak;Ospalec;1
4497;¯olnierczyk;Surlejewski;1
4498;Cyffer;Grolesinska;9
4499;Go³an;Dominikan;3
4500;Pe¿yñski;Kopiczko;9
4501;Ko³eczko;Schmaldzbach;7
4502;Gotlib;Bas³yk;5
4503;Ferensztejn;Karenczuk;9
4504;Józewczyk;Koebe;1
4505;Torczyn;Ga³yszkiewicz;6
4506;Grêbkowska;Ki³piñski;4
4507;Niewrzoll;Foryfter;10
4508;Borgosz;Grobecki;7
4509;Cho³ko;Strehlow;8
4510;Fajwel;Stachnowicz;1
4511;Wespañska;Brailich;2
4512;Kotzka;Dranisznikowa;5
4513;Goscimski;Bylik;9
4514;Kazanka;Harciñski;10
4515;Sonnek;Leitka;1
4516;O¿arkowski;Mojszczak;3
4517;Kutuæ;Gerun;9
4518;Demczyszyn;Bo¿ella;2
4519;Paluchowicz;Pachoñ;1
4520;Karma;Pachela;3
4521;Ocibiñski;Girgilewicz;4
4522;Kujanka;Krubski;5
4523;Priwara;Cymowska;2
4524;Jules;Konofal;2
4525;Dzwinel;Aremka;3
4526;Cwykliñski;Spon;1
4527;Margac;Hod¿a;7
4528;Kowalowczana;Szmuter;9
4529;Gmo³owska;M¹drowicz;3
4530;Napionek;Merhut;7
4531;Wielgi;Grzesiukowicz;4
4532;Czerwicki;Mencl;4
4533;Gazler;Kopoczyñski;8
4534;Szechow;Dabierz;3
4535;Haberstok;Zimikiewicz;10
4536;Dluhos;Dymusiuk;7
4537;Sierzbutowska;Ziehm;7
4538;Hryndu³a;Mazyr;4
4539;Hauzner;Rad³owicz;9
4540;Bór¿yñski;BedŸmierowski;5
4541;Iljonko;M¹druj;8
4542;Szejnfeld;Medwig;1
4543;Bud¿yñski;Loksch;5
4544;Wawroszek;Kordun;3
4545;Ka³osowska;Mólczyñski;1
4546;Pabias;Horowicz;7
4547;Ofic;Brakomiecki;10
4548;Boratynowicz;Prachownik;4
4549;Wiej;Miller;2
4550;Jakubina;Majzyk;6
4551;Namyst;Mostur;7
4552;Kratzer;Koboœ;5
4553;Cydel;Wrosz;8
4554;Niewieœ;Zamory³o;1
4555;Minsdorf;Szustorowski;1
4556;Bochnierz;Makada;1
4557;Ripll;Kolber;2
4558;Hitkeper;Misiêgiewicz;6
4559;Raszman;Hübsch;10
4560;Szwitkowski;Mêdzia;4
4561;Szybanin;Warkomski;4
4562;Czemski;Finnestad;9
4563;Ginczyk;Rolkowski;2
4564;Pierz;Schwer;5
4565;Targos;Lebiora;7
4566;Kutnowski;Goroluk;4
4567;Milhrodt;Cuker;10
4568;Richta;Szmidowski;6
4569;Jozefek;Rogosiak;2
4570;Gaszperak;Komsarczyk;10
4571;Bebecki;Horyna;6
4572;Tolkowski;Kazaryna;1
4573;Fethke;Lewadowski;2
4574;Westling;Gwozdowicz;10
4575;Ostromir;Korowo;2
4576;Dygo³a;Blezing;1
4577;Baruzel;Machlus;10
4578;Prechata;Stepcow;1
4579;Warta;Driczinski;10
4580;Kozieradzki;Dytry;6
4581;S³oœko;Doralczyk;1
4582;Delakiewicz;Saloszka;9
4583;Walontek;K³eni¿yñska;1
4584;Budno;Altenbergier;3
4585;Hu³akowska;Stempniowski;2
4586;Pieleczek;Zagórszczak;7
4587;Palszys;Piêta;2
4588;Promyk;¯maciñska;10
4589;K³oczkow;Spirina;1
4590;Groñczak;Kirpicznikow;4
4591;Stêchla;Naskrent;6
4592;Haeusler;Szynalewicz;8
4593;Lagunów;Piertakowska;6
4594;Przygêdza;Kumert;3
4595;Filipek vel Filipiak;Œlepski;3
4596;Œwistelnik;Fralich;8
4597;Jambro¿ek-Ambro¿ek;Jarwiñska;1
4598;Niczajew-D¹browski;Gilwer;3
4599;Smutny;Glencer;10
4600;Dru¿biak;Graborczyk;10
4601;Maszna;Siemieniczuk;9
4602;H¹z³a;Gudzian;4
4603;Ch³ód;Ptaszak;9
4604;Fyrenc;¯o³nierz-Piotrowska;9
4605;Murynowicz;Jenoszewicz;10
4606;Sze³emach;Napiwodzki;1
4607;Rosulska;Czuwaj;9
4608;Zosiura;Ge³etkanycz;2
4609;HaraŸna;Partuka;5
4610;Postnikow;Wo³owczuk;3
4611;Broszkiewicz;Estrow;9
4612;Kazmirski;Zamulewska;3
4613;Jaksima;Bustin;1
4614;Dracewicz;Spisak;1
4615;£asyk;Bych;3
4616;Machnicz;Posiad³a;5
4617;Rejhard;Chajost;1
4618;Pasiut;Smerska;8
4619;Kapton;Horbenko;4
4620;Cygar;Œciermoch;9
4621;Chrasymiuk;Mielszczuk;9
4622;Jemocki;Str¹czka;2
4623;Koralowski;Kornelli;9
4624;Szelejak;Palow;10
4625;Omieljaniuk;Tumara;2
4626;Chalimoniuk;Senk;5
4627;Potorek;Milius;2
4628;Kosykowski;Hadamek;2
4629;Bytzke;Ko³ocz;6
4630;Storo³;Klimerak;10
4631;Baxmann;Cielustek;1
4632;£ajfasz;Steppun;2
4633;Bukowikowska;Kamrowski;2
4634;Wcis³ek vel Wcis³o;Ibel;8
4635;Rozanka;Dochód;9
4636;Chlêbowski;Gaspirowicz;1
4637;Ciê¿nowska;Wippich;1
4638;Giczewski;Cha³uski;2
4639;Bie³as;Lachawczok;9
4640;Struczyk;Sprynczak;5
4641;Kanrerski;Stokowiec;3
4642;Sobiañski;Mokrzyczak;6
4643;S³yczko;Zamo¿na;3
4644;Altrych;Po³cz;9
4645;Belkwer;Basañczyk;8
4646;Dyrdal;Dumiæ;3
4647;Bajowicz;Ba³uch;6
4648;Krzêciorz;Pociórko;8
4649;Schwabenthan;Gier¿ot;6
4650;Karwet;Smyœlny;7
4651;Rakuzyn;Ritzka;8
4652;Gury³o;Nadra;1
4653;Kozorcz;Czyzuk;8
4654;Szusterowicz;Weranis;8
4655;Makoweñski;Matysa;1
4656;Slêzowska;Jaruga;2
4657;Uniatowicz;Kentowski;5
4658;Zimorodzki;Piatkiewicz;3
4659;¯odzik;Krysztofk;1
4660;Dobosz-Królikowski;S³upieñ;5
4661;Dziuka³a;Chuchwajda;4
4662;Gaækowiak;Zelski;5
4663;Toszew;Respa³a;7
4664;Saner;Wusaty;1
4665;Andree;Iwaszek;8
4666;Miszkurko;Kukaitis;7
4667;Rembieda;Dobruszyñski;10
4668;Rowniska;Bratoszewski;4
4669;Ma¿ys;Konorek;6
4670;Ciœcoñ;Krschniak;4
